Type,Results
Linear,"[np.float64(-3.5845809490097444), np.float64(-3.5845809489731706), np.float64(-3.584580949509768), np.float64(-3.584580949657935), np.float64(-3.5845809490088487), np.float64(-3.584580949806796), np.float64(-3.5844326436206244), np.float64(-3.5843213201244355), np.float64(-3.5842346798028335), np.float64(-3.584165330594362), np.float64(-3.5841085681363465), np.float64(-3.5840612488990287), np.float64(-3.5845418005195033), np.float64(-3.584539127727022), np.float64(-3.584534584210134), np.float64(-3.5845326048388517), np.float64(-3.584530136297065), np.float64(-3.584527409622019), np.float64(-3.584524405560419), np.float64(-3.5845202294892298), np.float64(-3.584518235047675), np.float64(-3.5847879871170827), np.float64(-3.58500669460779), np.float64(-3.585187830092467), np.float64(-3.5853401337730473), np.float64(-3.5854699778949293), np.float64(-3.585581910575769), np.float64(-3.585679369777946), np.float64(-3.5857648471017005), np.float64(-3.5858404971834466), np.float64(-3.585907858109534), np.float64(-3.5859681569100226), np.float64(-3.5860223907987585), np.float64(-3.586071481929016), np.float64(-3.5861160266584995), np.float64(-3.586156707092676), np.float64(-3.58630570528814), np.float64(-3.586440589480715), np.float64(-3.5865632910196013), np.float64(-3.5866753153687307), np.float64(-3.586778050453827), np.float64(-3.586872521017068), np.float64(-3.5869596992962327), np.float64(-3.587040380675691), np.float64(-3.587115252441804), np.float64(-3.587184896029955), np.float64(-3.587249863871188), np.float64(-3.5873105202172564), np.float64(-3.5873673383601625), np.float64(-3.587420653149942)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.584580949509768), np.float64(-3.584580949657935), np.float64(-3.5845809490088487), np.float64(-3.584580949806796), np.float64(-3.5844326436206244), np.float64(-3.5843213201244355), np.float64(-3.5842346798028335), np.float64(-3.5841653313027453), np.float64(-3.584108568335912), np.float64(-3.584061249285591), np.float64(-3.5845421740670265), np.float64(-3.5845383645411255), np.float64(-3.584535316283948), np.float64(-3.584532770986322), np.float64(-3.5845289792786894), np.float64(-3.5845272007136497), np.float64(-3.584524079685308), np.float64(-3.584521365369604), np.float64(-3.584518570738191), np.float64(-3.584787997302227), np.float64(-3.5850066864786405), np.float64(-3.5851877687205183), np.float64(-3.5853401587798657), np.float64(-3.5854700026228317), np.float64(-3.585581911402647), np.float64(-3.585679371511541), np.float64(-3.5857648471017005), np.float64(-3.5858404868248783), np.float64(-3.5859078403150253), np.float64(-3.5859681279985463), np.float64(-3.586022419781333), np.float64(-3.5860714954355624), np.float64(-3.586116042823557), np.float64(-3.586156705970206), np.float64(-3.5863056963131426), np.float64(-3.586440604315052), np.float64(-3.586563286148791), np.float64(-3.586675386942272), np.float64(-3.586778055067849), np.float64(-3.5868725300084696), np.float64(-3.586959691796017), np.float64(-3.5870403736648733), np.float64(-3.5871152470384597), np.float64(-3.587184900120146), np.float64(-3.587249826291359), np.float64(-3.5873105269708736), np.float64(-3.58736734790559), np.float64(-3.587420662813974)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.584580949509768), np.float64(-3.584580949657935), np.float64(-3.5845809490088487), np.float64(-3.584580949806796), np.float64(-3.5844326436206244), np.float64(-3.5843213201244355), np.float64(-3.584234678983116), np.float64(-3.5841653310832333), np.float64(-3.5841085681363465), np.float64(-3.5840612485331453), np.float64(-3.584540438369233), np.float64(-3.584539109770042), np.float64(-3.5845353329773015), np.float64(-3.584533129623784), np.float64(-3.5845297395764706), np.float64(-3.584527394426503), np.float64(-3.5845243893283447), np.float64(-3.584521191961401), np.float64(-3.5845185095475), np.float64(-3.584787684146025), np.float64(-3.585006737278996), np.float64(-3.5851878207397143), np.float64(-3.58534015953668), np.float64(-3.5854699934083882), np.float64(-3.5855819256075274), np.float64(-3.585679328067613), np.float64(-3.5857648763278487), np.float64(-3.5858405142249055), np.float64(-3.5859078300729705), np.float64(-3.5859681344833856), np.float64(-3.586022408320336), np.float64(-3.586071478637925), np.float64(-3.586116042606291), np.float64(-3.5861566679503034), np.float64(-3.586305703428364), np.float64(-3.5864405867186564), np.float64(-3.58656326939769), np.float64(-3.5866753353699963), np.float64(-3.5867780499523527), np.float64(-3.5868725147934155), np.float64(-3.5869596828884625), np.float64(-3.587040390299446), np.float64(-3.5871152438642895), np.float64(-3.5871848834239755), np.float64(-3.587249840356587), np.float64(-3.5873105075709493), np.float64(-3.5873673525308067), np.float64(-3.5874206578906964)]"
Linear,"[np.float64(-3.5845809496579344), np.float64(-3.5845809490097444), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.5844326436206244), np.float64(-3.5843213201244355), np.float64(-3.5842346792595654), np.float64(-3.5841653304041623), np.float64(-3.5841085684611205), np.float64(-3.5840612493344675), np.float64(-3.5845421646230187), np.float64(-3.584537397448215), np.float64(-3.584536408102485), np.float64(-3.5845330292770763), np.float64(-3.5845302372243273), np.float64(-3.584527460408408), np.float64(-3.584523928763762), np.float64(-3.584521403716982), np.float64(-3.584518224763376), np.float64(-3.584787827512287), np.float64(-3.5850066837151013), np.float64(-3.5851877565609125), np.float64(-3.585340153312242), np.float64(-3.5854699893153295), np.float64(-3.5855819223874494), np.float64(-3.5856793297080207), np.float64(-3.5857648755830476), np.float64(-3.5858405068177555), np.float64(-3.585907839613725), np.float64(-3.5859681345476), np.float64(-3.586022415442675), np.float64(-3.586071456326922), np.float64(-3.586116038906666), np.float64(-3.5861566940952487), np.float64(-3.5863056878136317), np.float64(-3.58644061861958), np.float64(-3.586563303128134), np.float64(-3.586675331533925), np.float64(-3.586778054044282), np.float64(-3.5868725186960795), np.float64(-3.5869597204332404), np.float64(-3.5870403860155164), np.float64(-3.5871152447499544), np.float64(-3.587184924206304), np.float64(-3.5872498273341975), np.float64(-3.5873105408416537), np.float64(-3.5873673408998306), np.float64(-3.587420655720024)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.584580949509768), np.float64(-3.584580949657935), np.float64(-3.5845809490088487), np.float64(-3.584580949806796), np.float64(-3.5844326438923217), np.float64(-3.5843213201244355), np.float64(-3.5842346798028335), np.float64(-3.5841653298566656), np.float64(-3.5841085681363465), np.float64(-3.5840612492160346), np.float64(-3.5845415242775394), np.float64(-3.584537980851472), np.float64(-3.584534989320723), np.float64(-3.5845325636028145), np.float64(-3.584528686520675), np.float64(-3.584526904547718), np.float64(-3.584524389364676), np.float64(-3.5845211919724163), np.float64(-3.5845185708458827), np.float64(-3.584787997302227), np.float64(-3.5850066864786405), np.float64(-3.58518781148377), np.float64(-3.585340105208093), np.float64(-3.5854699974190187), np.float64(-3.585581919778747), np.float64(-3.5856793446865525), np.float64(-3.585764842636299), np.float64(-3.5858405178751753), np.float64(-3.5859078365824875), np.float64(-3.5859681112086115), np.float64(-3.586022384980759), np.float64(-3.5860715154282308), np.float64(-3.5861160532241283), np.float64(-3.5861566797799074), np.float64(-3.5863056895512146), np.float64(-3.5864405926214387), np.float64(-3.5865632819507263), np.float64(-3.586675346064029), np.float64(-3.5867780416525132), np.float64(-3.5868725292443084), np.float64(-3.5869597154241637), np.float64(-3.587040383469618), np.float64(-3.587115262380067), np.float64(-3.5871848943385665), np.float64(-3.5872498516552556), np.float64(-3.5873105302261763), np.float64(-3.587367333226708), np.float64(-3.58742065844175)]"
Linear,"[np.float64(-3.5845809496579344), np.float64(-3.5845809489731706), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.584432644946448), np.float64(-3.5843213201244355), np.float64(-3.5842346792270052), np.float64(-3.5841653303748493), np.float64(-3.584108568335912), np.float64(-3.584061249285591), np.float64(-3.584540460916906), np.float64(-3.584538364541286), np.float64(-3.5845362761979804), np.float64(-3.5845326051478015), np.float64(-3.584529593612185), np.float64(-3.584527219663896), np.float64(-3.5845237804149113), np.float64(-3.58452133058603), np.float64(-3.584518224795638), np.float64(-3.584787827512287), np.float64(-3.5850066864786405), np.float64(-3.585187799859789), np.float64(-3.585340149925712), np.float64(-3.585469988119363), np.float64(-3.5855819009394976), np.float64(-3.585679340027758), np.float64(-3.5857648673884954), np.float64(-3.5858404944856868), np.float64(-3.58590784831048), np.float64(-3.585968151514218), np.float64(-3.586022426852231), np.float64(-3.586071493513619), np.float64(-3.5861160369433476), np.float64(-3.5861566802263067), np.float64(-3.5863056949201493), np.float64(-3.586440611251873), np.float64(-3.5865633045273304), np.float64(-3.5866753437401355), np.float64(-3.586778043801655), np.float64(-3.5868725368063465), np.float64(-3.5869596917386692), np.float64(-3.587040378579908), np.float64(-3.587115262670297), np.float64(-3.5871848910595734), np.float64(-3.5872498417709178), np.float64(-3.5873105169807644), np.float64(-3.587367330079073), np.float64(-3.587420657346552)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.584432644946448), np.float64(-3.5843213201244355), np.float64(-3.5842346798028335), np.float64(-3.584165331302746), np.float64(-3.584108568335912), np.float64(-3.5840612476696605), np.float64(-3.5845404918181645), np.float64(-3.5845386594797475), np.float64(-3.584536177001022), np.float64(-3.5845332436180257), np.float64(-3.584530113888367), np.float64(-3.584527095615458), np.float64(-3.584524201964991), np.float64(-3.584521564726402), np.float64(-3.584517067455179), np.float64(-3.5847875510126044), np.float64(-3.5850067561335535), np.float64(-3.5851877743143086), np.float64(-3.5853401806709746), np.float64(-3.585469970824901), np.float64(-3.5855818975008935), np.float64(-3.5856793411170846), np.float64(-3.58576487866218), np.float64(-3.5858405125615427), np.float64(-3.5859078308368852), np.float64(-3.585968149790306), np.float64(-3.5860224151251474), np.float64(-3.586071512294824), np.float64(-3.586116045083794), np.float64(-3.586156707131309), np.float64(-3.58630570305735), np.float64(-3.5864406394421304), np.float64(-3.5865632660735884), np.float64(-3.5866753386995276), np.float64(-3.5867780306102595), np.float64(-3.5868725325604736), np.float64(-3.586959718062757), np.float64(-3.5870403766693153), np.float64(-3.5871152573537337), np.float64(-3.5871849097119632), np.float64(-3.587249853167206), np.float64(-3.587310516948853), np.float64(-3.587367343300044), np.float64(-3.5874206604374663)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.584432644946448), np.float64(-3.5843213201244355), np.float64(-3.5842346798028335), np.float64(-3.584165331302746), np.float64(-3.584108568335912), np.float64(-3.5840612480562224), np.float64(-3.58454250480302), np.float64(-3.5845392273988703), np.float64(-3.5845353329773237), np.float64(-3.584533158440596), np.float64(-3.584529783683945), np.float64(-3.5845269326684335), np.float64(-3.5845239287705066), np.float64(-3.584521330622436), np.float64(-3.584518224770457), np.float64(-3.5847879957180715), np.float64(-3.5850066314413764), np.float64(-3.585187777625297), np.float64(-3.5853401499068442), np.float64(-3.5854699901533245), np.float64(-3.585581900569848), np.float64(-3.5856793762997627), np.float64(-3.585764880507502), np.float64(-3.585840497345921), np.float64(-3.5859078364672765), np.float64(-3.585968124964797), np.float64(-3.5860224063190222), np.float64(-3.5860714810437098), np.float64(-3.5861160819497417), np.float64(-3.5861567140044137), np.float64(-3.5863056946731398), np.float64(-3.586440617841017), np.float64(-3.586563303792124), np.float64(-3.5866753475082334), np.float64(-3.5867780668529394), np.float64(-3.586872521907174), np.float64(-3.5869597035594394), np.float64(-3.5870403847883567), np.float64(-3.587115241899932), np.float64(-3.587184895922001), np.float64(-3.5872498576035445), np.float64(-3.587310527576353), np.float64(-3.5873673715430243), np.float64(-3.5874206560553796)]"
Linear,"[np.float64(-3.5845809496579344), np.float64(-3.5845809490097444), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.5844326436206244), np.float64(-3.5843213201244355), np.float64(-3.5842346800467237), np.float64(-3.5841653310832333), np.float64(-3.584108566918858), np.float64(-3.5840612500588422), np.float64(-3.5845415252826354), np.float64(-3.584538706459134), np.float64(-3.5845356527157755), np.float64(-3.584532807166847), np.float64(-3.584530237232961), np.float64(-3.5845274603211497), np.float64(-3.5845239287500927), np.float64(-3.584521403832338), np.float64(-3.5845182247650067), np.float64(-3.584787827512287), np.float64(-3.585006556635251), np.float64(-3.5851878138329827), np.float64(-3.585340133161474), np.float64(-3.585469987783612), np.float64(-3.5855819432318565), np.float64(-3.5856793612680553), np.float64(-3.585764842465748), np.float64(-3.5858405145503562), np.float64(-3.5859078362818027), np.float64(-3.5859681422084115), np.float64(-3.5860224162815646), np.float64(-3.5860714980329873), np.float64(-3.5861160832957397), np.float64(-3.586156694211951), np.float64(-3.586305710045123), np.float64(-3.586440588573798), np.float64(-3.5865633052168526), np.float64(-3.5866753475729345), np.float64(-3.5867780587625075), np.float64(-3.586872533690663), np.float64(-3.586959700838853), np.float64(-3.587040379242402), np.float64(-3.587115243042984), np.float64(-3.5871848993982187), np.float64(-3.5872498478186206), np.float64(-3.5873105199223954), np.float64(-3.587367341961609), np.float64(-3.587420660931052)]"
Linear,"[np.float64(-3.584580948973171), np.float64(-3.5845809489731706), np.float64(-3.5845809498755044), np.float64(-3.584580949657935), np.float64(-3.5845809497468424), np.float64(-3.584580949806796), np.float64(-3.584432644946448), np.float64(-3.5843213201244355), np.float64(-3.5842346792595654), np.float64(-3.5841653304041623), np.float64(-3.584108567319495), np.float64(-3.584061248035544), np.float64(-3.5845404385781237), np.float64(-3.584538951109897), np.float64(-3.5845345300995346), np.float64(-3.584533158399343), np.float64(-3.584529593612185), np.float64(-3.5845272196640026), np.float64(-3.584524214760365), np.float64(-3.584521210795333), np.float64(-3.584518312684668), np.float64(-3.5847879957180715), np.float64(-3.5850066865684416), np.float64(-3.585187800125398), np.float64(-3.585340159402435), np.float64(-3.5854700291616974), np.float64(-3.5855818917371614), np.float64(-3.5856793231790647), np.float64(-3.585764845738926), np.float64(-3.5858405142966268), np.float64(-3.585907851581936), np.float64(-3.5859681354614557), np.float64(-3.586022370482574), np.float64(-3.5860715054973156), np.float64(-3.586116045540572), np.float64(-3.5861566928501674), np.float64(-3.586305703303446), np.float64(-3.5864406078621407), np.float64(-3.5865632931508746), np.float64(-3.586675337259752), np.float64(-3.586778038989661), np.float64(-3.5868725202944427), np.float64(-3.5869597040986596), np.float64(-3.587040381353967), np.float64(-3.587115241199399), np.float64(-3.5871848873471706), np.float64(-3.5872498411823894), np.float64(-3.58731053169607), np.float64(-3.5873673462095725), np.float64(-3.587420644211047)]"
Nonlinear,"[np.float64(-3.584580967015423), np.float64(-3.584580966575615), np.float64(-3.5845809671696713), np.float64(-3.5845809669646513), np.float64(-3.584580966882352), np.float64(-3.584580966882348), np.float64(-3.584580966882354), np.float64(-3.5845809668823625), np.float64(-3.5845809668823594), np.float64(-3.58458096688236), np.float64(-3.584580966882357), np.float64(-3.584580966882358), np.float64(-3.58458096688236), np.float64(-3.584580966882354), np.float64(-3.584580966882357), np.float64(-3.5845809668823483), np.float64(-3.5845809668823567), np.float64(-3.584580966882358), np.float64(-3.584580966882357), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.584580966909016), np.float64(-3.5845809669135633), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845802366829957), np.float64(-3.5845796902021902), np.float64(-3.5845793414964646), np.float64(-3.584579046680119), np.float64(-3.5845787405960436), np.float64(-3.584578485779275), np.float64(-3.5845783139138803), np.float64(-3.5845781416237514), np.float64(-3.5845780614063187), np.float64(-3.58457778616048), np.float64(-3.584577757720581), np.float64(-3.5845775803645665), np.float64(-3.58457751032347), np.float64(-3.584577592700043)]"
Nonlinear,"[np.float64(-3.584580966815972), np.float64(-3.5845809667964783), np.float64(-3.584580966805591), np.float64(-3.5845809668257864), np.float64(-3.5845809668823603), np.float64(-3.5845809668823563), np.float64(-3.584580966882349), np.float64(-3.5845809668823554), np.float64(-3.5845809668823563), np.float64(-3.584580966882358), np.float64(-3.5845809668823536), np.float64(-3.5845809668823887), np.float64(-3.584580966882359), np.float64(-3.584580966882358), np.float64(-3.5845809668823594), np.float64(-3.5845809668823527), np.float64(-3.5845809668823607), np.float64(-3.5845809668823607), np.float64(-3.584580966882367), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.584580966912654), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845809669099253), np.float64(-3.584580966912654), np.float64(-3.5845809669117443), np.float64(-3.584580966909016), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.584580966912654), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845802819185337), np.float64(-3.584579716558437), np.float64(-3.584579338518779), np.float64(-3.5845789142467765), np.float64(-3.58457872580766), np.float64(-3.584578508261984), np.float64(-3.5845783159256825), np.float64(-3.5845781585749137), np.float64(-3.584578001126829), np.float64(-3.5845778761540714), np.float64(-3.5845776649211984), np.float64(-3.584577625310885), np.float64(-3.5845776119858783), np.float64(-3.5845775073667028)]"
Nonlinear,"[np.float64(-3.5845809668770707), np.float64(-3.5845809668813815), np.float64(-3.584580971470473), np.float64(-3.5845809706908085), np.float64(-3.5845809668823563), np.float64(-3.5845809668823563), np.float64(-3.58458096688235), np.float64(-3.5845809668823616), np.float64(-3.5845809668823505), np.float64(-3.5845809668823643), np.float64(-3.584580966882355), np.float64(-3.584580966882356), np.float64(-3.584580966882357), np.float64(-3.5845809668823425), np.float64(-3.5845809668823603), np.float64(-3.58458096688236), np.float64(-3.5845809668823496), np.float64(-3.584580966882361), np.float64(-3.5845809668823603), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.584580966912654), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845809669081063), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966905378), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966912654), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845802820649624), np.float64(-3.584579747738644), np.float64(-3.584579344975282), np.float64(-3.584578989426518), np.float64(-3.5845788166498096), np.float64(-3.584578506712205), np.float64(-3.584578317971136), np.float64(-3.5845781800253462), np.float64(-3.584577973591877), np.float64(-3.58457783794438), np.float64(-3.5845777922004345), np.float64(-3.5845776681262578), np.float64(-3.5845775747111475), np.float64(-3.5845774856352364)]"
Nonlinear,"[np.float64(-3.5845809668770707), np.float64(-3.5845809668813815), np.float64(-3.584580971470473), np.float64(-3.5845809706908085), np.float64(-3.5845809668823527), np.float64(-3.584580966882354), np.float64(-3.5845809668823505), np.float64(-3.5845809668823603), np.float64(-3.584580966882357), np.float64(-3.584580966882363), np.float64(-3.584580966882358), np.float64(-3.584580966882369), np.float64(-3.5845809668823625), np.float64(-3.5845809668823527), np.float64(-3.584580966882358), np.float64(-3.584580966882351), np.float64(-3.5845809668823554), np.float64(-3.5845809668823576), np.float64(-3.584580966882348), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966909016), np.float64(-3.584580966909016), np.float64(-3.5845809669081063), np.float64(-3.584580966912654), np.float64(-3.5845809669099253), np.float64(-3.584580966912654), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.5845809669099253), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.584580288390498), np.float64(-3.584579758649852), np.float64(-3.5845793692660664), np.float64(-3.584579014992414), np.float64(-3.5845787020798525), np.float64(-3.5845785139144937), np.float64(-3.5845783184704487), np.float64(-3.5845781307534708), np.float64(-3.584578050697928), np.float64(-3.58457783794438), np.float64(-3.5845777541899224), np.float64(-3.584577696008637), np.float64(-3.584577543515479), np.float64(-3.5845774897588853)]"
Nonlinear,"[np.float64(-3.584580966815972), np.float64(-3.58458096679402), np.float64(-3.584580966894469), np.float64(-3.584580966832334), np.float64(-3.5845809668823536), np.float64(-3.58458096688236), np.float64(-3.584580966882352), np.float64(-3.584580966882335), np.float64(-3.5845809668823647), np.float64(-3.5845809668823536), np.float64(-3.5845809668823576), np.float64(-3.584580966882366), np.float64(-3.5845809668823567), np.float64(-3.5845809668823585), np.float64(-3.5845809668823554), np.float64(-3.584580966882373), np.float64(-3.584580966882359), np.float64(-3.5845809668823536), np.float64(-3.5845809668823474), np.float64(-3.584580966912654), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.584580966909016), np.float64(-3.5845809669117443), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669135633), np.float64(-3.5845809669135633), np.float64(-3.584580966912654), np.float64(-3.5845809669099253), np.float64(-3.584580966909016), np.float64(-3.584580278406065), np.float64(-3.5845798079626547), np.float64(-3.5845793475664323), np.float64(-3.5845790401817794), np.float64(-3.584578666581365), np.float64(-3.5845786470235907), np.float64(-3.5845783211834714), np.float64(-3.5845781393682046), np.float64(-3.584578009427787), np.float64(-3.58457794354581), np.float64(-3.5845777790846114), np.float64(-3.584577647730839), np.float64(-3.584577486099988), np.float64(-3.584577369860199)]"
Nonlinear,"[np.float64(-3.5845809670154196), np.float64(-3.584580966575615), np.float64(-3.58458096716965), np.float64(-3.5845809669647615), np.float64(-3.5845809668823576), np.float64(-3.584580966882366), np.float64(-3.584580966882355), np.float64(-3.584580966882356), np.float64(-3.5845809668823554), np.float64(-3.584580966882364), np.float64(-3.5845809668823776), np.float64(-3.584580966882382), np.float64(-3.5845809668823754), np.float64(-3.5845809668823567), np.float64(-3.584580966882359), np.float64(-3.5845809668823554), np.float64(-3.584580966882354), np.float64(-3.5845809668823594), np.float64(-3.5845809668823616), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.5845809669099253), np.float64(-3.584580966909016), np.float64(-3.5845809669099253), np.float64(-3.5845809669081063), np.float64(-3.5845809669135633), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.584580966912654), np.float64(-3.584580966909016), np.float64(-3.5845802875019217), np.float64(-3.5845798065756753), np.float64(-3.584579353769186), np.float64(-3.584579024944105), np.float64(-3.5845785999636064), np.float64(-3.5845785435485595), np.float64(-3.584578323131609), np.float64(-3.584578122486164), np.float64(-3.584578067100665), np.float64(-3.584577882937083), np.float64(-3.5845777624599577), np.float64(-3.5845776482037763), np.float64(-3.584577634591369), np.float64(-3.584577484930378)]"
Nonlinear,"[np.float64(-3.584580966815972), np.float64(-3.5845809667964783), np.float64(-3.584580966805591), np.float64(-3.5845809668257864), np.float64(-3.5845809668823603), np.float64(-3.5845809668823563), np.float64(-3.584580966882349), np.float64(-3.584580966882323), np.float64(-3.5845809668823527), np.float64(-3.5845809668823554), np.float64(-3.5845809668823545), np.float64(-3.584580966882313), np.float64(-3.5845809668823536), np.float64(-3.584580966882331), np.float64(-3.584580966882361), np.float64(-3.5845809668823576), np.float64(-3.584580966882358), np.float64(-3.5845809668823416), np.float64(-3.5845809668823616), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.584580966914473), np.float64(-3.5845809669117443), np.float64(-3.5845809669117443), np.float64(-3.5845809669135633), np.float64(-3.5845809669117443), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966909016), np.float64(-3.584580966910835), np.float64(-3.5845809669117443), np.float64(-3.584580966910835), np.float64(-3.5845802626563454), np.float64(-3.584579722595663), np.float64(-3.5845793385051365), np.float64(-3.584579011986534), np.float64(-3.5845787294947513), np.float64(-3.5845785123328824), np.float64(-3.584578335254264), np.float64(-3.5845781342923146), np.float64(-3.584578002811213), np.float64(-3.584577879752942), np.float64(-3.584577739442466), np.float64(-3.5845777040422035), np.float64(-3.5845775719244557), np.float64(-3.584577488594732)]"
Nonlinear,"[np.float64(-3.5845809668770707), np.float64(-3.5845809668813815), np.float64(-3.584580971470473), np.float64(-3.5845809706908085), np.float64(-3.5845809668823527), np.float64(-3.584580966882354), np.float64(-3.5845809668823536), np.float64(-3.584580966882352), np.float64(-3.5845809668823656), np.float64(-3.5845809668823483), np.float64(-3.58458096688236), np.float64(-3.5845809668823625), np.float64(-3.5845809668823705), np.float64(-3.584580966882358), np.float64(-3.5845809668823443), np.float64(-3.5845809668823567), np.float64(-3.5845809668823434), np.float64(-3.5845809668823665), np.float64(-3.584580966882348), np.float64(-3.584580966912654), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.584580966909016), np.float64(-3.5845809669099253), np.float64(-3.584580966909016), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.584580966909016), np.float64(-3.584580966910835), np.float64(-3.584580966909016), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.584580278764406), np.float64(-3.5845797535512247), np.float64(-3.5845793439766567), np.float64(-3.5845790032981313), np.float64(-3.584578769640757), np.float64(-3.5845784184975855), np.float64(-3.584578319625507), np.float64(-3.5845782261203567), np.float64(-3.584577975371758), np.float64(-3.5845777753247603), np.float64(-3.5845777625663686), np.float64(-3.584577660252762), np.float64(-3.5845775712123213), np.float64(-3.5845774021063335)]"
Nonlinear,"[np.float64(-3.5845809668770707), np.float64(-3.5845809668813815), np.float64(-3.584580971470473), np.float64(-3.5845809706908085), np.float64(-3.5845809668823527), np.float64(-3.584580966882354), np.float64(-3.5845809668823536), np.float64(-3.584580966882392), np.float64(-3.5845809668823674), np.float64(-3.584580966882355), np.float64(-3.5845809668823585), np.float64(-3.584580966882351), np.float64(-3.5845809668823545), np.float64(-3.5845809668823527), np.float64(-3.5845809668823625), np.float64(-3.5845809668823763), np.float64(-3.5845809668823607), np.float64(-3.5845809668823665), np.float64(-3.5845809668823585), np.float64(-3.5845809669117443), np.float64(-3.584580966910835), np.float64(-3.584580966912654), np.float64(-3.584580966909016), np.float64(-3.584580966912654), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.584580966910835), np.float64(-3.5845809669099253), np.float64(-3.584580966909016), np.float64(-3.5845809669099253), np.float64(-3.5845809669117443), np.float64(-3.584580284601543), np.float64(-3.5845797674328423), np.float64(-3.584579299190409), np.float64(-3.584579031933572), np.float64(-3.5845787553826085), np.float64(-3.5845785387064097), np.float64(-3.584578325982875), np.float64(-3.5845781168854955), np.float64(-3.5845780839708823), np.float64(-3.58457783794438), np.float64(-3.5845777625663686), np.float64(-3.584577635953792), np.float64(-3.584577531892137), np.float64(-3.5845773933924647)]"
