Type,Results
Linear,"[np.float64(-3.5844043194988826), np.float64(-3.5844042048391027), np.float64(-3.5842886626769466), np.float64(-3.584518212919594), np.float64(-3.5844377298462176), np.float64(-3.5844377298462176), np.float64(-3.584352022542689), np.float64(-3.5842905765353645), np.float64(-3.58407952463581), np.float64(-3.584057046282023), np.float64(-3.5841111087955593), np.float64(-3.5841111087955593), np.float64(-3.5841813527424096), np.float64(-3.5841813527424096), np.float64(-3.5841813527424096), np.float64(-3.584075379695537), np.float64(-3.584408467770404), np.float64(-3.5843296814781347), np.float64(-3.5841238050061595), np.float64(-3.5841238050061595), np.float64(-3.584306727488735), np.float64(-3.5840926260898662), np.float64(-3.583899861376452), np.float64(-3.58367494421957), np.float64(-3.5834990293696074), np.float64(-3.5836423187247286), np.float64(-3.583760083390462), np.float64(-3.583760083390462), np.float64(-3.583760057260209), np.float64(-3.583760057260209), np.float64(-3.583760057260209), np.float64(-3.5835966542313624), np.float64(-3.5835966542313624), np.float64(-3.5835966542313624), np.float64(-3.5835966542313624), np.float64(-3.5834369812259705), np.float64(-3.5834369812259705), np.float64(-3.5835128515083063), np.float64(-3.583722817210439), np.float64(-3.583722802306419), np.float64(-3.583722802306419), np.float64(-3.583722802306419), np.float64(-3.5836941906371136), np.float64(-3.5836941906371136), np.float64(-3.5836941906371136), np.float64(-3.583602445084997), np.float64(-3.583602445084997), np.float64(-3.583602445084997), np.float64(-3.583530988529099), np.float64(-3.583530988529099), np.float64(-3.5837712797197825), np.float64(-3.5837712797197825), np.float64(-3.5837712797197825), np.float64(-3.583805128936654), np.float64(-3.583805128936654), np.float64(-3.583805128936654), np.float64(-3.583805128936654), np.float64(-3.583805128936654), np.float64(-3.5838097354483427), np.float64(-3.5838605535499184), np.float64(-3.5839753852689027), np.float64(-3.5842175906893283), np.float64(-3.5842175906893283), np.float64(-3.5846038681785357), np.float64(-3.5852553599938832), np.float64(-3.5852553599938832), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5861780186958745), np.float64(-3.5879895563489352), np.float64(-3.5879895563489352), np.float64(-3.5874242962843166)]"
Nonlinear,"[np.float64(-3.5847948183056673), np.float64(-3.584685883401775), np.float64(-3.584596507102418), np.float64(-3.5847587962772423), np.float64(-3.585048413675821), np.float64(-3.5879738154028473), np.float64(-3.5883036855393584), np.float64(-3.5886021620253814), np.float64(-3.588601374121481), np.float64(-3.5886130889481365), np.float64(-3.588886202043568), np.float64(-3.5889213367638604), np.float64(-3.5889213367638604), np.float64(-3.588985826534781), np.float64(-3.5880165011820964), np.float64(-3.5880740148542145), np.float64(-3.5881436913449534), np.float64(-3.58737613576659), np.float64(-3.58737613576659), np.float64(-3.5873094593432597), np.float64(-3.587191716010011), np.float64(-3.587206565561587), np.float64(-3.587206565561587), np.float64(-3.587093825755119), np.float64(-3.587093825755119), np.float64(-3.5869728573264865), np.float64(-3.5869452166534757), np.float64(-3.5869452166534757), np.float64(-3.5869452166534757), np.float64(-3.5869452166534757), np.float64(-3.5867729957207075), np.float64(-3.5867729957207075), np.float64(-3.5867729957207075), np.float64(-3.586701070175195), np.float64(-3.5865392450902505), np.float64(-3.5864169386973686), np.float64(-3.586521104780047), np.float64(-3.586521104780047), np.float64(-3.586572354246073), np.float64(-3.586572354246073), np.float64(-3.586572354246073), np.float64(-3.586572354246073), np.float64(-3.5865727103532095), np.float64(-3.586619577236263), np.float64(-3.586619719393525), np.float64(-3.586619719393525), np.float64(-3.586619719393525), np.float64(-3.586619994830926), np.float64(-3.5867217051690545), np.float64(-3.5867217051690545), np.float64(-3.586726185020268), np.float64(-3.586726185020268), np.float64(-3.5863823562668813), np.float64(-3.5863823562668813), np.float64(-3.5863823562668813), np.float64(-3.5863823562668813), np.float64(-3.5863823562668813), np.float64(-3.586459488117896), np.float64(-3.586459488117896), np.float64(-3.5864973750640843), np.float64(-3.586525214192477), np.float64(-3.586525214192477), np.float64(-3.586525214192477), np.float64(-3.5865271511378864), np.float64(-3.5865271511378864), np.float64(-3.5864896525394556), np.float64(-3.5864896525394556), np.float64(-3.5864896525394556), np.float64(-3.5864896525394556), np.float64(-3.584573725581322), np.float64(-3.584573725581322), np.float64(-3.584573725581322), np.float64(-3.584573725581322), np.float64(-3.584573725581322), np.float64(-3.584573725581322), np.float64(-3.5845734144595554), np.float64(-3.5845734144595554)]"
Nonlinear,"[np.float64(-3.5859863979009674), np.float64(-3.585995786300032), np.float64(-3.586426277529256), np.float64(-3.590350627658836), np.float64(-3.590350627658836), np.float64(-3.590341329014109), np.float64(-3.5905869789850158), np.float64(-3.5908072307267958), np.float64(-3.5907797838925717), np.float64(-3.5907797838925717), np.float64(-3.5907797838925717), np.float64(-3.589020507183818), np.float64(-3.589020507183818), np.float64(-3.589020507183818), np.float64(-3.589024635374926), np.float64(-3.5890243360523755), np.float64(-3.5890243360523755), np.float64(-3.5890316366462685), np.float64(-3.5890578777082283), np.float64(-3.588053767041629), np.float64(-3.588053767041629), np.float64(-3.588070444357186), np.float64(-3.5880783384393453), np.float64(-3.5880783384393453), np.float64(-3.5881649931881157), np.float64(-3.5881649931881157), np.float64(-3.5881649931881157), np.float64(-3.587404630729509), np.float64(-3.5873668587366865), np.float64(-3.5872926138787307), np.float64(-3.5872926138787307), np.float64(-3.5871736636287324), np.float64(-3.5870679897568607), np.float64(-3.5870679897568607), np.float64(-3.587061147241684), np.float64(-3.587027676470939), np.float64(-3.587027676470939), np.float64(-3.586862650935416), np.float64(-3.5867813332068295), np.float64(-3.58667637756389), np.float64(-3.5865036001709427), np.float64(-3.586320777342678), np.float64(-3.586320777342678), np.float64(-3.586321857990754), np.float64(-3.5863196558598247), np.float64(-3.5863196548961014), np.float64(-3.586417097422043), np.float64(-3.5864755590790196), np.float64(-3.5865267386361097), np.float64(-3.5865267386361097), np.float64(-3.5865267386361097), np.float64(-3.5865267386361097), np.float64(-3.5865267386361097), np.float64(-3.586530654647106), np.float64(-3.586216285831256), np.float64(-3.586298036129733), np.float64(-3.58634048067222), np.float64(-3.58634048067222), np.float64(-3.58634048067222), np.float64(-3.58634048067222), np.float64(-3.58634048067222), np.float64(-3.5863795893749284), np.float64(-3.5863795893749284), np.float64(-3.5864584527969328), np.float64(-3.586490010237924), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.586490287829548), np.float64(-3.5845735685807085), np.float64(-3.5845735685807085), np.float64(-3.5845735685807085), np.float64(-3.5845736412329643)]"
Nonlinear,"[np.float64(-3.5860058307187614), np.float64(-3.585698145127651), np.float64(-3.58559918010306), np.float64(-3.5861514926619265), np.float64(-3.585943344715929), np.float64(-3.58616345646044), np.float64(-3.586703129024528), np.float64(-3.58671719842593), np.float64(-3.587285158177963), np.float64(-3.5874467507721306), np.float64(-3.588353683697335), np.float64(-3.595160396604115), np.float64(-3.5952371754337946), np.float64(-3.595690312038869), np.float64(-3.5957201375886143), np.float64(-3.5957201375886143), np.float64(-3.5957197807467765), np.float64(-3.591323262496644), np.float64(-3.5913413902471802), np.float64(-3.5913413902471802), np.float64(-3.5913413902471802), np.float64(-3.59136467698886), np.float64(-3.591598634694037), np.float64(-3.591704665695147), np.float64(-3.5918636751371196), np.float64(-3.5918636751371196), np.float64(-3.5922293414200794), np.float64(-3.5920286430229), np.float64(-3.5920267595544146), np.float64(-3.5920267595544146), np.float64(-3.5920267595544146), np.float64(-3.591904338791892), np.float64(-3.59172774278818), np.float64(-3.5916937599258745), np.float64(-3.5914513093241567), np.float64(-3.5914513093241567), np.float64(-3.5912091253427434), np.float64(-3.5908777745514726), np.float64(-3.5904917645036676), np.float64(-3.5900580099079207), np.float64(-3.5895730973390982), np.float64(-3.5895730973390982), np.float64(-3.5891652458847147), np.float64(-3.5891652458847147), np.float64(-3.5877287398795943), np.float64(-3.5877287398795943), np.float64(-3.587812352861306), np.float64(-3.587812352861306), np.float64(-3.587812352861306), np.float64(-3.587047968614172), np.float64(-3.587047968614172), np.float64(-3.5871640828395925), np.float64(-3.5871640828395925), np.float64(-3.5871640828395925), np.float64(-3.5871640828395925), np.float64(-3.5871640828395925), np.float64(-3.586668124511732), np.float64(-3.586668124511732), np.float64(-3.586668124511732), np.float64(-3.5866710316370245), np.float64(-3.5866710316370245), np.float64(-3.5866710316370245), np.float64(-3.5867235347282076), np.float64(-3.5867235347282076), np.float64(-3.586723535216322), np.float64(-3.5868278997250513), np.float64(-3.5868278997250513), np.float64(-3.5864597388270454), np.float64(-3.586534172632014), np.float64(-3.5865273317612036), np.float64(-3.58653213552185), np.float64(-3.58653213552185), np.float64(-3.584573618158174), np.float64(-3.5845735464727113), np.float64(-3.5845735464727113), np.float64(-3.5845735464727113), np.float64(-3.5845735464727113)]"
Nonlinear,"[np.float64(-3.5855492149154173), np.float64(-3.5858371788685446), np.float64(-3.585837201488488), np.float64(-3.585954075685592), np.float64(-3.5859459078994433), np.float64(-3.585884058579211), np.float64(-3.585787531941719), np.float64(-3.5859657206976294), np.float64(-3.587322622741624), np.float64(-3.587310756115869), np.float64(-3.5873289401300212), np.float64(-3.587456013656322), np.float64(-3.587457529628807), np.float64(-3.587457529628807), np.float64(-3.587457529628807), np.float64(-3.587474965718684), np.float64(-3.5876279356247665), np.float64(-3.5877425073369977), np.float64(-3.5877425073369977), np.float64(-3.5877460022229), np.float64(-3.5877940228842817), np.float64(-3.5877935653739996), np.float64(-3.5877935653739996), np.float64(-3.587871511800074), np.float64(-3.587887463538209), np.float64(-3.5878840638104634), np.float64(-3.587862557127096), np.float64(-3.587771421356763), np.float64(-3.587657166098097), np.float64(-3.5875015647950477), np.float64(-3.5875015647950477), np.float64(-3.5873814584875277), np.float64(-3.5873814584875277), np.float64(-3.5873854691975), np.float64(-3.587213723846162), np.float64(-3.587065149857324), np.float64(-3.587065149857324), np.float64(-3.586908141513163), np.float64(-3.586908141513163), np.float64(-3.586908141513163), np.float64(-3.586743164979225), np.float64(-3.586743164979225), np.float64(-3.5865019879225315), np.float64(-3.586509332050241), np.float64(-3.586509332050241), np.float64(-3.5865069137066143), np.float64(-3.586510737731146), np.float64(-3.5862001191267723), np.float64(-3.5861978973278497), np.float64(-3.5862800354532283), np.float64(-3.5862800354532283), np.float64(-3.586278431251401), np.float64(-3.5863273695355247), np.float64(-3.58632939304141), np.float64(-3.58632939304141), np.float64(-3.5863349554680326), np.float64(-3.5863349554680326), np.float64(-3.5863349554680326), np.float64(-3.5863349554680326), np.float64(-3.5863786557140998), np.float64(-3.586379745536931), np.float64(-3.586378483842566), np.float64(-3.586378483842566), np.float64(-3.586378483842566), np.float64(-3.5864554984153756), np.float64(-3.5864554984153756), np.float64(-3.5864554984153756), np.float64(-3.586526474837626), np.float64(-3.586526474837626), np.float64(-3.586526474837626), np.float64(-3.586493275747358), np.float64(-3.5845735750463064), np.float64(-3.5845735750463064), np.float64(-3.5845735750463064), np.float64(-3.5845735750463064), np.float64(-3.5845735750463064), np.float64(-3.5845735750463064)]"
Nonlinear,"[np.float64(-3.583533839987572), np.float64(-3.5835316745648758), np.float64(-3.583480511883147), np.float64(-3.5832361899582246), np.float64(-3.584099613396071), np.float64(-3.5840683699876905), np.float64(-3.583916412845217), np.float64(-3.5838529666909427), np.float64(-3.58417322680954), np.float64(-3.58417322680954), np.float64(-3.58417322680954), np.float64(-3.584920064519949), np.float64(-3.6081947109548764), np.float64(-3.609457398041741), np.float64(-3.6098086103152127), np.float64(-3.592040600660198), np.float64(-3.5921946619145046), np.float64(-3.5928735213353775), np.float64(-3.592875483124999), np.float64(-3.5895025156381735), np.float64(-3.589905350306708), np.float64(-3.589905350306708), np.float64(-3.589905350306708), np.float64(-3.5900106001341783), np.float64(-3.590453361209711), np.float64(-3.590453361209711), np.float64(-3.590638311677253), np.float64(-3.5911074022467346), np.float64(-3.5892935289384695), np.float64(-3.5891195090945303), np.float64(-3.5891232936592132), np.float64(-3.5891232936592132), np.float64(-3.5891232936592132), np.float64(-3.5879030027177805), np.float64(-3.587887140484895), np.float64(-3.587887140484895), np.float64(-3.5877318945614434), np.float64(-3.587675376356515), np.float64(-3.5874547489300994), np.float64(-3.5872611892320947), np.float64(-3.58700155053873), np.float64(-3.586306665142331), np.float64(-3.586307037375377), np.float64(-3.586417126488641), np.float64(-3.586417126488641), np.float64(-3.586417126488641), np.float64(-3.586417126488641), np.float64(-3.586515838816865), np.float64(-3.586515838816865), np.float64(-3.586515838816865), np.float64(-3.586520799344271), np.float64(-3.586520799344271), np.float64(-3.586572234805658), np.float64(-3.58666917066995), np.float64(-3.58666917066995), np.float64(-3.58666917066995), np.float64(-3.58666917066995), np.float64(-3.58666917066995), np.float64(-3.5867672250839178), np.float64(-3.5867672250839178), np.float64(-3.586764864281065), np.float64(-3.586767342733765), np.float64(-3.586767342733765), np.float64(-3.586767342733765), np.float64(-3.5864136850692603), np.float64(-3.5864136850692603), np.float64(-3.5864136850692603), np.float64(-3.5864180088084936), np.float64(-3.5864180088084936), np.float64(-3.5864180088084936), np.float64(-3.5864602508710277), np.float64(-3.5865327909506277), np.float64(-3.586526395940382), np.float64(-3.586530815470468), np.float64(-3.5845738117832298), np.float64(-3.5845738117832298), np.float64(-3.584573478386119)]"
Nonlinear,"[np.float64(-3.58453887397242), np.float64(-3.5849895806027234), np.float64(-3.585110145343478), np.float64(-3.585007084913471), np.float64(-3.584948988592217), np.float64(-3.5854871671517117), np.float64(-3.585841481676084), np.float64(-3.585841481676084), np.float64(-3.5885524191063496), np.float64(-3.5888353433965676), np.float64(-3.5888344372473284), np.float64(-3.588855832137142), np.float64(-3.589037549010527), np.float64(-3.589074583645697), np.float64(-3.5891207594271464), np.float64(-3.5891945698745076), np.float64(-3.5892589734087323), np.float64(-3.5892589734087323), np.float64(-3.589347587842326), np.float64(-3.589347587842326), np.float64(-3.589451466500691), np.float64(-3.5895479349676407), np.float64(-3.5895479349676407), np.float64(-3.5896097057587895), np.float64(-3.5896097057587895), np.float64(-3.5894673239052963), np.float64(-3.58819554728575), np.float64(-3.58819554728575), np.float64(-3.588040740884935), np.float64(-3.588040740884935), np.float64(-3.588040740884935), np.float64(-3.588040740884935), np.float64(-3.588026279149176), np.float64(-3.587851602514661), np.float64(-3.587792899664919), np.float64(-3.587573930139115), np.float64(-3.587573930139115), np.float64(-3.587573930139115), np.float64(-3.5873391598139506), np.float64(-3.5873391598139506), np.float64(-3.5865984318287474), np.float64(-3.5865984318287474), np.float64(-3.5865984318287474), np.float64(-3.586374837369817), np.float64(-3.586374837369817), np.float64(-3.5863702860157787), np.float64(-3.5863702860157787), np.float64(-3.5863702860157787), np.float64(-3.5864206842030626), np.float64(-3.586421961381177), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865203660621887), np.float64(-3.5865741849870005), np.float64(-3.5865741849870005), np.float64(-3.58657511931159), np.float64(-3.586678428644177), np.float64(-3.586678428644177), np.float64(-3.586722278940897), np.float64(-3.5867271726990566), np.float64(-3.586377751636519), np.float64(-3.586377751636519), np.float64(-3.586377751636519), np.float64(-3.586458669691865), np.float64(-3.5864877732980176), np.float64(-3.5864592018652957), np.float64(-3.5845735677730772), np.float64(-3.584573652018662)]"
Nonlinear,"[np.float64(-3.5852066737578525), np.float64(-3.5852070886938066), np.float64(-3.585599923659629), np.float64(-3.5856033057990686), np.float64(-3.5855339244866684), np.float64(-3.5857931555094353), np.float64(-3.586124418289586), np.float64(-3.5888543279889973), np.float64(-3.588869220890956), np.float64(-3.588870142406563), np.float64(-3.5888831723315207), np.float64(-3.5888859722500683), np.float64(-3.5890661198070575), np.float64(-3.5891177349324153), np.float64(-3.5893106921024582), np.float64(-3.5893106921024582), np.float64(-3.5893106921024582), np.float64(-3.589605543963444), np.float64(-3.589605543963444), np.float64(-3.589879732845475), np.float64(-3.5901447456060396), np.float64(-3.5901447456060396), np.float64(-3.5901446078014487), np.float64(-3.588764228832588), np.float64(-3.588759428067533), np.float64(-3.588759428067533), np.float64(-3.5887618329134057), np.float64(-3.5887618329134057), np.float64(-3.5887618329134057), np.float64(-3.5887618329134057), np.float64(-3.5887618329134057), np.float64(-3.5886770207804375), np.float64(-3.5886101358969427), np.float64(-3.5886101358969427), np.float64(-3.5886101358969427), np.float64(-3.5886167259152444), np.float64(-3.588505133691797), np.float64(-3.588345675158166), np.float64(-3.588174156944433), np.float64(-3.588174156944433), np.float64(-3.5879912882445524), np.float64(-3.5877885942594503), np.float64(-3.587621936964183), np.float64(-3.5875170129472735), np.float64(-3.5873767319812373), np.float64(-3.5873767319812373), np.float64(-3.586602379527733), np.float64(-3.586662204326558), np.float64(-3.586662204326558), np.float64(-3.586662204326558), np.float64(-3.586662204326558), np.float64(-3.5867162853623427), np.float64(-3.5867162853623427), np.float64(-3.5867686339751117), np.float64(-3.5867686339751117), np.float64(-3.586764587098287), np.float64(-3.5867665190810953), np.float64(-3.586414510660518), np.float64(-3.5864143834616016), np.float64(-3.5864993729535968), np.float64(-3.5864985983302518), np.float64(-3.5864985983302518), np.float64(-3.5864985983302518), np.float64(-3.5865000620407272), np.float64(-3.5864987654330207), np.float64(-3.586497218386171), np.float64(-3.586497218386171), np.float64(-3.586497218386171), np.float64(-3.5865247185832345), np.float64(-3.5865247185832345), np.float64(-3.5865247185832345), np.float64(-3.5865247185832345), np.float64(-3.586490297488865), np.float64(-3.5845735456105103), np.float64(-3.5845735456105103), np.float64(-3.584573637873291), np.float64(-3.584573637873291)]"
Nonlinear,"[np.float64(-3.584917356909088), np.float64(-3.5849538032308246), np.float64(-3.5852517780827355), np.float64(-3.5859041114828756), np.float64(-3.5882990795903993), np.float64(-3.588298697463415), np.float64(-3.5883214304222406), np.float64(-3.5883879785640147), np.float64(-3.5884220238797297), np.float64(-3.5884884958103385), np.float64(-3.5887713528273935), np.float64(-3.5890654378866884), np.float64(-3.5890654378866884), np.float64(-3.5890654378866884), np.float64(-3.589217918366785), np.float64(-3.589217918366785), np.float64(-3.589217918366785), np.float64(-3.5890516451917165), np.float64(-3.5890516451917165), np.float64(-3.5890516451917165), np.float64(-3.5890516451917165), np.float64(-3.588871940147328), np.float64(-3.5888726793302794), np.float64(-3.5888726793302794), np.float64(-3.5888726793302794), np.float64(-3.5886534230820644), np.float64(-3.5885770547444054), np.float64(-3.5885770547444054), np.float64(-3.5885695866290916), np.float64(-3.587410610073107), np.float64(-3.587410610073107), np.float64(-3.587410610073107), np.float64(-3.5872124346268492), np.float64(-3.5870029562114496), np.float64(-3.5870029562114496), np.float64(-3.5867763910556505), np.float64(-3.5867763910556505), np.float64(-3.5867777145500668), np.float64(-3.5867777145500668), np.float64(-3.5869136222006546), np.float64(-3.5869172516707977), np.float64(-3.586920380492984), np.float64(-3.586920380492984), np.float64(-3.586920380492984), np.float64(-3.586920380492984), np.float64(-3.5869218613358953), np.float64(-3.5870526223710613), np.float64(-3.5870526223710613), np.float64(-3.5870526223710613), np.float64(-3.5870526223710613), np.float64(-3.587112413883915), np.float64(-3.587112413883915), np.float64(-3.5872375099202713), np.float64(-3.5872409558247114), np.float64(-3.586728921017368), np.float64(-3.586728921017368), np.float64(-3.586771820448803), np.float64(-3.5868092862382355), np.float64(-3.5868092862382355), np.float64(-3.5868092862382355), np.float64(-3.5868092862382355), np.float64(-3.5867966301617003), np.float64(-3.586858471839008), np.float64(-3.584572130338529), np.float64(-3.584572130338529), np.float64(-3.584572130338529), np.float64(-3.584572130338529), np.float64(-3.584572130338529), np.float64(-3.584572130338529), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517), np.float64(-3.5845736390956517)]"
Nonlinear,"[np.float64(-3.5833868020879365), np.float64(-3.583386741951948), np.float64(-3.5833971660415163), np.float64(-3.5836269867186985), np.float64(-3.5839355814034164), np.float64(-3.584359018820379), np.float64(-3.5871860431388995), np.float64(-3.5871860431388995), np.float64(-3.587219972085677), np.float64(-3.587219972085677), np.float64(-3.587219972085677), np.float64(-3.587219972085677), np.float64(-3.5872656236966804), np.float64(-3.587311050312678), np.float64(-3.5873156258041945), np.float64(-3.587361930996394), np.float64(-3.5874252184910347), np.float64(-3.5877479931888274), np.float64(-3.5877479931888274), np.float64(-3.5877479931888274), np.float64(-3.5878461487711775), np.float64(-3.587951371494114), np.float64(-3.587951371494114), np.float64(-3.5883162997786258), np.float64(-3.588684393000335), np.float64(-3.588684393000335), np.float64(-3.5886986573889317), np.float64(-3.588700610056094), np.float64(-3.588469262649596), np.float64(-3.588419605363015), np.float64(-3.5881532863418215), np.float64(-3.5879018556772735), np.float64(-3.5875728368998807), np.float64(-3.5872768415043765), np.float64(-3.5872768415043765), np.float64(-3.5873340905113764), np.float64(-3.5873340905113764), np.float64(-3.5875358990997483), np.float64(-3.5875358990997483), np.float64(-3.587719967596854), np.float64(-3.5869741241997417), np.float64(-3.5869741241997417), np.float64(-3.5869741241997417), np.float64(-3.5869741241997417), np.float64(-3.5869741241997417), np.float64(-3.5869769493541526), np.float64(-3.5869769493541526), np.float64(-3.5869757363593635), np.float64(-3.5869757363593635), np.float64(-3.586975552224999), np.float64(-3.586975552224999), np.float64(-3.586975552224999), np.float64(-3.586975552224999), np.float64(-3.5865109133424653), np.float64(-3.5866278005830736), np.float64(-3.5867285457474054), np.float64(-3.5867285457474054), np.float64(-3.5867285457474054), np.float64(-3.5867285457474054), np.float64(-3.5867285457474054), np.float64(-3.5867236258615094), np.float64(-3.586826217920361), np.float64(-3.5868215363214517), np.float64(-3.5868215363214517), np.float64(-3.5868557749219576), np.float64(-3.5868557749219576), np.float64(-3.5868557749219576), np.float64(-3.5868557749219576), np.float64(-3.5868557749219576), np.float64(-3.5868557749219576), np.float64(-3.586908296881859), np.float64(-3.584572036872487), np.float64(-3.584572036872487), np.float64(-3.584573584210375), np.float64(-3.584573584210375), np.float64(-3.584573584210375), np.float64(-3.584573584210375)]"
Nonlinear,"[np.float64(-3.584667341482021), np.float64(-3.5845708242241585), np.float64(-3.584566120434431), np.float64(-3.584896568774848), np.float64(-3.5849130796348447), np.float64(-3.584915600687225), np.float64(-3.584963887192977), np.float64(-3.585160771521501), np.float64(-3.5865437417875228), np.float64(-3.586550626724147), np.float64(-3.586551405817602), np.float64(-3.5865727366085594), np.float64(-3.5865727366085594), np.float64(-3.5865949882459063), np.float64(-3.5865948757003707), np.float64(-3.586596793319245), np.float64(-3.586616647690562), np.float64(-3.5866543767747885), np.float64(-3.5866543767747885), np.float64(-3.5868185399916683), np.float64(-3.5868499539340064), np.float64(-3.587041824466837), np.float64(-3.5872271629292527), np.float64(-3.5873029064647994), np.float64(-3.5873029064647994), np.float64(-3.5873024907118065), np.float64(-3.5871986785522267), np.float64(-3.5870948648804415), np.float64(-3.5870735440318526), np.float64(-3.5869246448167473), np.float64(-3.5868604402689925), np.float64(-3.5868604402689925), np.float64(-3.5867050024876335), np.float64(-3.5867050024876335), np.float64(-3.5864927220297886), np.float64(-3.586257867484278), np.float64(-3.5863067496450753), np.float64(-3.5863067496450753), np.float64(-3.5863067496450753), np.float64(-3.5863067496450753), np.float64(-3.5863067496450753), np.float64(-3.5863067496450753), np.float64(-3.586306812532939), np.float64(-3.5863106306606483), np.float64(-3.5864161317234675), np.float64(-3.5864161317234675), np.float64(-3.5865214501179707), np.float64(-3.5865214501179707), np.float64(-3.586525896899559), np.float64(-3.5865752609207675), np.float64(-3.5865752609207675), np.float64(-3.586678760961888), np.float64(-3.5867209114812226), np.float64(-3.5867209114812226), np.float64(-3.5867209114812226), np.float64(-3.5868249407667463), np.float64(-3.5868249407667463), np.float64(-3.5868249407667463), np.float64(-3.5868249407667463), np.float64(-3.5869199479824374), np.float64(-3.5869199479824374), np.float64(-3.5869128871779594), np.float64(-3.5869128871779594), np.float64(-3.586949891708514), np.float64(-3.586949891708514), np.float64(-3.586949891708514), np.float64(-3.586949891708514), np.float64(-3.586949891708514), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5869110268250495), np.float64(-3.5845729786469747), np.float64(-3.584573721472225)]"
Nonlinear,"[np.float64(-3.584804243658553), np.float64(-3.5846123501538365), np.float64(-3.584998457791908), np.float64(-3.5849752492614684), np.float64(-3.5849752492614684), np.float64(-3.5853676741025993), np.float64(-3.5853968632720026), np.float64(-3.5857367767410437), np.float64(-3.5883914114558024), np.float64(-3.5886446181316387), np.float64(-3.588642623355099), np.float64(-3.5886651562046836), np.float64(-3.5886651562046836), np.float64(-3.588731129275857), np.float64(-3.5887687027006905), np.float64(-3.5888111281687998), np.float64(-3.589083774853748), np.float64(-3.5891620217227), np.float64(-3.5892651001806826), np.float64(-3.5894024986964723), np.float64(-3.5895762670219256), np.float64(-3.589576494288167), np.float64(-3.5895719323561934), np.float64(-3.5895719323561934), np.float64(-3.588243501461079), np.float64(-3.588193812426084), np.float64(-3.588193812426084), np.float64(-3.588193812426084), np.float64(-3.588036270792145), np.float64(-3.588036270792145), np.float64(-3.588040010250438), np.float64(-3.58794632947388), np.float64(-3.58794632947388), np.float64(-3.5877664935345592), np.float64(-3.587518425006408), np.float64(-3.587518425006408), np.float64(-3.587251548104973), np.float64(-3.587068126261613), np.float64(-3.587068126261613), np.float64(-3.587068126261613), np.float64(-3.587068126261613), np.float64(-3.587068126261613), np.float64(-3.587068193642324), np.float64(-3.586590157816147), np.float64(-3.5866529418624964), np.float64(-3.5866529418624964), np.float64(-3.586656951806674), np.float64(-3.586711938022347), np.float64(-3.586711938022347), np.float64(-3.586711938022347), np.float64(-3.586711938022347), np.float64(-3.586712675459353), np.float64(-3.586712675459353), np.float64(-3.586712675459353), np.float64(-3.5867202777710077), np.float64(-3.5867202777710077), np.float64(-3.586720340954969), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868172029983043), np.float64(-3.5868157524873823), np.float64(-3.5869084290493447), np.float64(-3.5869126215869187), np.float64(-3.586913690841982), np.float64(-3.5865266192111562), np.float64(-3.586565099210759), np.float64(-3.5865307380321667), np.float64(-3.5865307380321667), np.float64(-3.5865307380321667), np.float64(-3.5865307380321667), np.float64(-3.584573595851907), np.float64(-3.5845735176717426), np.float64(-3.5845735176717426)]"
