Type,Results
Linear,"[np.float64(-3.5548338697946207), np.float64(-3.5725727838014647), np.float64(-3.580602665673671), np.float64(-3.579069193373944), np.float64(-3.5777823364094403), np.float64(-3.5796554825922504), np.float64(-3.580038883009088), np.float64(-3.5806962724741123), np.float64(-3.5801331156259812), np.float64(-3.57975005423153), np.float64(-3.579642136385305), np.float64(-3.5793962304337565), np.float64(-3.5799350943252), np.float64(-3.5796769175973595), np.float64(-3.579414094394846), np.float64(-3.579387416322438), np.float64(-3.579461219365068), np.float64(-3.579525583448407), np.float64(-3.5795086385847297), np.float64(-3.579568488500182), np.float64(-3.579556332929391), np.float64(-3.579545259924551), np.float64(-3.5800974020139225), np.float64(-3.5800996667754337), np.float64(-3.581494802683861), np.float64(-3.5817417771176374), np.float64(-3.582744897872298), np.float64(-3.582749200972115), np.float64(-3.582463648836421), np.float64(-3.5824672943424227), np.float64(-3.582588878144609), np.float64(-3.5826805449390737), np.float64(-3.5823986544728452), np.float64(-3.5824123429177366), np.float64(-3.582424149924779), np.float64(-3.582743684102153), np.float64(-3.5827340471895646), np.float64(-3.5825411945059384), np.float64(-3.5825815001299763), np.float64(-3.5823431231036027), np.float64(-3.5823787468891837), np.float64(-3.5823917859619385), np.float64(-3.582424045554725), np.float64(-3.5825187727254235), np.float64(-3.5830282533473587), np.float64(-3.5831088201602412), np.float64(-3.5830836537884796), np.float64(-3.582917992186723), np.float64(-3.5829444967010398), np.float64(-3.583020322127087), np.float64(-3.582857867104218), np.float64(-3.582882829892393), np.float64(-3.582724551447624), np.float64(-3.582744179035362), np.float64(-3.5827569386028246), np.float64(-3.5828354977300254), np.float64(-3.5828575715233892), np.float64(-3.582869846823903), np.float64(-3.5828816891728477), np.float64(-3.582893087042626), np.float64(-3.583288275447376), np.float64(-3.5831376959693824), np.float64(-3.582992398296903), np.float64(-3.5830606071534925), np.float64(-3.583069743010067), np.float64(-3.582886489675457), np.float64(-3.583243132104241), np.float64(-3.5835697555271073), np.float64(-3.5835806129974865), np.float64(-3.583590374438951), np.float64(-3.583599196259873), np.float64(-3.5836072021712977), np.float64(-3.583669204868652), np.float64(-3.5836776620128745), np.float64(-3.5836435508642266), np.float64(-3.5835182495051177), np.float64(-3.583396512454127), np.float64(-3.5834042093054013), np.float64(-3.5834112273965926), np.float64(-3.5834708562792272)]"
Nonlinear,"[np.float64(-3.611997883152526), np.float64(-3.6419425826408656), np.float64(-3.681360621353406), np.float64(-3.6813606173634525), np.float64(-3.681360617323435), np.float64(-3.6813606177377096), np.float64(-3.681360617588325), np.float64(-3.6813606176517624), np.float64(-3.6813606235073166), np.float64(-3.6813606236198666), np.float64(-3.5793724752612945), np.float64(-3.5790881238074235), np.float64(-3.579397191689793), np.float64(-3.5792163779366604), np.float64(-3.579499050730419), np.float64(-3.5752068187975965), np.float64(-3.575211927411317), np.float64(-3.5744848156387548), np.float64(-3.5738662264219556), np.float64(-3.573353316444866), np.float64(-3.5820470682981522), np.float64(-3.5819806202744005), np.float64(-3.5818662895070332), np.float64(-3.5818424020712953), np.float64(-3.5814274149471004), np.float64(-3.581375464615732), np.float64(-3.5811880229709345), np.float64(-3.580824804941358), np.float64(-3.5807617954247206), np.float64(-3.579365709842236), np.float64(-3.5790514400866584), np.float64(-3.578093413368805), np.float64(-3.5780776522238966), np.float64(-3.5816476258754477), np.float64(-3.5817057679837987), np.float64(-3.580894099406656), np.float64(-3.5810323623263614), np.float64(-3.583072145272304), np.float64(-3.583677810250636), np.float64(-3.5837672206740088), np.float64(-3.5837103075514314), np.float64(-3.5836486954632285), np.float64(-3.5836229071210397), np.float64(-3.5836023906630494), np.float64(-3.583227326989247), np.float64(-3.5832094272040615), np.float64(-3.583195308695302), np.float64(-3.5832905523470764), np.float64(-3.583376276894519), np.float64(-3.5833656000434857), np.float64(-3.583161019768859), np.float64(-3.5831505161265227), np.float64(-3.582955503563684), np.float64(-3.583814013243387), np.float64(-3.5837987369124917), np.float64(-3.583752473381235), np.float64(-3.5844603611253874), np.float64(-3.5842796105684975), np.float64(-3.5849030056346294), np.float64(-3.584893094816394), np.float64(-3.5850034061470524), np.float64(-3.585109915726214), np.float64(-3.5852088335427084), np.float64(-3.584917250306532), np.float64(-3.5849092830946034), np.float64(-3.5848376662344776), np.float64(-3.584656749609188), np.float64(-3.5846492236619554), np.float64(-3.5847369643789193), np.float64(-3.5845652212913137), np.float64(-3.584402207979437), np.float64(-3.584352349550578), np.float64(-3.584291804173496), np.float64(-3.584283115017069), np.float64(-3.584130668538652), np.float64(-3.584087128802402), np.float64(-3.58407813495203), np.float64(-3.58406897574579)]"
Nonlinear,"[np.float64(-3.572684137579529), np.float64(-3.577055086936724), np.float64(-3.5783697654258333), np.float64(-3.5830330647039403), np.float64(-3.582932719730991), np.float64(-3.5837304833186323), np.float64(-3.5855971628752457), np.float64(-3.5848412068907862), np.float64(-3.5841818719819827), np.float64(-3.584158283296688), np.float64(-3.5837048914042384), np.float64(-3.5839617874830623), np.float64(-3.583601300601174), np.float64(-3.5835744719491345), np.float64(-3.5830202980978214), np.float64(-3.5831871732002156), np.float64(-3.583167385763204), np.float64(-3.5827075521683796), np.float64(-3.582325198039163), np.float64(-3.5823088426514067), np.float64(-3.582180940773001), np.float64(-3.583808684070693), np.float64(-3.5839433515445336), np.float64(-3.583933697381177), np.float64(-3.5838028677119027), np.float64(-3.583792996026588), np.float64(-3.583506657390423), np.float64(-3.5835948996241953), np.float64(-3.583671029012187), np.float64(-3.5837399749541703), np.float64(-3.583803027739421), np.float64(-3.5835130824260943), np.float64(-3.5848930947864375), np.float64(-3.584834025388588), np.float64(-3.584821412058062), np.float64(-3.5848103506939424), np.float64(-3.5845311328944405), np.float64(-3.5844223956771515), np.float64(-3.5844139093865763), np.float64(-3.583959955992526), np.float64(-3.583710220713577), np.float64(-3.583301546719266), np.float64(-3.583296367271025), np.float64(-3.583206167493323), np.float64(-3.5831220600245732), np.float64(-3.5831085466752075), np.float64(-3.5832043881915823), np.float64(-3.5832954218531867), np.float64(-3.5830649607286027), np.float64(-3.583140276774902), np.float64(-3.58321673269797), np.float64(-3.5829968024648977), np.float64(-3.582914001086909), np.float64(-3.582901366732223), np.float64(-3.582820634668913), np.float64(-3.5826349063955227), np.float64(-3.582307669020596), np.float64(-3.583307470107929), np.float64(-3.5832988750760464), np.float64(-3.58337608632662), np.float64(-3.583304833732413), np.float64(-3.5841260731572504), np.float64(-3.583948923582433), np.float64(-3.5839358487239608), np.float64(-3.5840076434685955), np.float64(-3.5839968371996065), np.float64(-3.5839875456921675), np.float64(-3.583920447911453), np.float64(-3.5837543543500168), np.float64(-3.5837453565241084), np.float64(-3.584467966570905), np.float64(-3.585101063761627), np.float64(-3.5850411503941686), np.float64(-3.584988616641013), np.float64(-3.584688128597918), np.float64(-3.584410065135053), np.float64(-3.5844026527942674), np.float64(-3.5842512767048333)]"
Nonlinear,"[np.float64(-3.1622695480782568), np.float64(-3.51076705936066), np.float64(-3.5212908920900645), np.float64(-3.5213226449002377), np.float64(-3.519273150518984), np.float64(-3.5181012552377524), np.float64(-3.576423187910166), np.float64(-3.575749042296792), np.float64(-3.5743323034184584), np.float64(-3.573378773087029), np.float64(-3.572654593493212), np.float64(-3.5726296271581646), np.float64(-3.5720841050708145), np.float64(-3.5740204463849636), np.float64(-3.5796977221978636), np.float64(-3.5803411621552925), np.float64(-3.580279111800607), np.float64(-3.5808068806484528), np.float64(-3.580668859272052), np.float64(-3.5806266961053836), np.float64(-3.5805949778581407), np.float64(-3.580956265789048), np.float64(-3.5812702761254727), np.float64(-3.5812433850804517), np.float64(-3.5810049973393063), np.float64(-3.5812930884767162), np.float64(-3.5810961420314342), np.float64(-3.5809239977764804), np.float64(-3.5804215530864383), np.float64(-3.5799746646119956), np.float64(-3.579901086943167), np.float64(-3.579835115898021), np.float64(-3.579487795221908), np.float64(-3.5794502712024894), np.float64(-3.5791570852184407), np.float64(-3.5791327731846536), np.float64(-3.578860819435704), np.float64(-3.578887035258859), np.float64(-3.5789105052086114), np.float64(-3.581803958537911), np.float64(-3.581872016397334), np.float64(-3.5815949211635925), np.float64(-3.5815678282747214), np.float64(-3.5815440222660513), np.float64(-3.5814911548459065), np.float64(-3.5814758364689254), np.float64(-3.5814602076319417), np.float64(-3.5814087954318055), np.float64(-3.583405617613167), np.float64(-3.583394095472965), np.float64(-3.5833443276546006), np.float64(-3.5825706084266713), np.float64(-3.582356155855095), np.float64(-3.582268456463126), np.float64(-3.5821945435649383), np.float64(-3.5821813170468957), np.float64(-3.583473153690605), np.float64(-3.583270366896201), np.float64(-3.5827177481679726), np.float64(-3.58262500455092), np.float64(-3.582748160071766), np.float64(-3.582710376867489), np.float64(-3.5828193195983182), np.float64(-3.5833533107396196), np.float64(-3.5840450518839315), np.float64(-3.584125852228091), np.float64(-3.5841157142966065), np.float64(-3.584191759397651), np.float64(-3.5841796527025345), np.float64(-3.5848024227784556), np.float64(-3.5847935404692137), np.float64(-3.58478627978133), np.float64(-3.58486367385472), np.float64(-3.5845583894494695), np.float64(-3.584634994219826), np.float64(-3.584485022886554), np.float64(-3.584437612382061), np.float64(-3.5844286500650604)]"
Nonlinear,"[np.float64(-11.367065062436495), np.float64(-3.5829766702864276), np.float64(-3.60922286564778), np.float64(-3.609222865633683), np.float64(-3.6092228656229963), np.float64(-3.6092228673574027), np.float64(-3.5862956509436117), np.float64(-3.586298262073683), np.float64(-3.586326696127003), np.float64(-3.583899278282857), np.float64(-3.5838000808552977), np.float64(-3.5834066464024943), np.float64(-3.583450223100911), np.float64(-3.5829596564145447), np.float64(-3.5825616667741684), np.float64(-3.582496517613656), np.float64(-3.5824621026290657), np.float64(-3.582631595900139), np.float64(-3.5827525730542717), np.float64(-3.582855642073355), np.float64(-3.5825052187621225), np.float64(-3.582071043089826), np.float64(-3.5821813090087957), np.float64(-3.5821494129616838), np.float64(-3.582247694653006), np.float64(-3.581848919773755), np.float64(-3.581932209803405), np.float64(-3.582005156441383), np.float64(-3.5820740828147137), np.float64(-3.5820458937131434), np.float64(-3.5838592288853306), np.float64(-3.5835384088260014), np.float64(-3.583516349829125), np.float64(-3.583308898029017), np.float64(-3.58295285906037), np.float64(-3.58278736779814), np.float64(-3.5824851829562476), np.float64(-3.582458953496648), np.float64(-3.5823297764907878), np.float64(-3.5820149835443402), np.float64(-3.581745926004178), np.float64(-3.581639077235078), np.float64(-3.5816161779237383), np.float64(-3.5816003282490367), np.float64(-3.581361480617356), np.float64(-3.581139501633018), np.float64(-3.5811200689595957), np.float64(-3.581111587164159), np.float64(-3.581163077226538), np.float64(-3.5825279884534282), np.float64(-3.5825896693268398), np.float64(-3.5825792519796735), np.float64(-3.5826376912138294), np.float64(-3.5824169949892095), np.float64(-3.5823299894989464), np.float64(-3.5821319095228548), np.float64(-3.5820589314609963), np.float64(-3.581880017143771), np.float64(-3.5818695118733803), np.float64(-3.5819334125596853), np.float64(-3.5819263261630994), np.float64(-3.581863306705266), np.float64(-3.581847293568675), np.float64(-3.581789640637627), np.float64(-3.5817401835863443), np.float64(-3.5815813359094086), np.float64(-3.5815382079716613), np.float64(-3.581530837307927), np.float64(-3.582610271101089), np.float64(-3.5835225142450877), np.float64(-3.583479364964102), np.float64(-3.58315882255494), np.float64(-3.5828641972449224), np.float64(-3.5827153344724234), np.float64(-3.582709225600274), np.float64(-3.582701240056428), np.float64(-3.582691182663833), np.float64(-3.5834408752230837)]"
Nonlinear,"[np.float64(-3.5945349251157297), np.float64(-3.6813606261212044), np.float64(-3.569501900184946), np.float64(-3.58391954626795), np.float64(-3.5843245700757222), np.float64(-3.5845224278170846), np.float64(-3.584506018454171), np.float64(-3.5837827616382327), np.float64(-3.5837788717103507), np.float64(-3.5841988241487), np.float64(-3.5845100360244277), np.float64(-3.5842367898794687), np.float64(-3.5843070784921096), np.float64(-3.5842684796685376), np.float64(-3.583879235146007), np.float64(-3.5830237049160676), np.float64(-3.5828352544907354), np.float64(-3.5822337521783467), np.float64(-3.5821469950197695), np.float64(-3.5819342781736694), np.float64(-3.584919947193929), np.float64(-3.585180840251155), np.float64(-3.5870230662497704), np.float64(-3.5865685296862395), np.float64(-3.586474547206464), np.float64(-3.586435515712431), np.float64(-3.5866526687270692), np.float64(-3.5854787087526248), np.float64(-3.5854457591312254), np.float64(-3.5854201676561672), np.float64(-3.5854024377236158), np.float64(-3.584996885875089), np.float64(-3.5852003394197567), np.float64(-3.585377352336387), np.float64(-3.5868243174444956), np.float64(-3.58647081781767), np.float64(-3.586331649533747), np.float64(-3.5865244511290086), np.float64(-3.58577392400791), np.float64(-3.585401896723752), np.float64(-3.585283244529535), np.float64(-3.5850859431799975), np.float64(-3.584494162830971), np.float64(-3.584470185755343), np.float64(-3.585538983436095), np.float64(-3.585517267165507), np.float64(-3.5855027344059778), np.float64(-3.5851798374341683), np.float64(-3.584660462635309), np.float64(-3.584647551020943), np.float64(-3.5846344004894384), np.float64(-3.584624694348726), np.float64(-3.5843236673710503), np.float64(-3.5840469945593147), np.float64(-3.583790763856973), np.float64(-3.583741850403948), np.float64(-3.583732714638588), np.float64(-3.583892688963486), np.float64(-3.5834224589483696), np.float64(-3.583365675891546), np.float64(-3.5833564697872298), np.float64(-3.5833055708545913), np.float64(-3.5834433728710327), np.float64(-3.583573870708716), np.float64(-3.5835073188684214), np.float64(-3.583444778911602), np.float64(-3.5834339201860623), np.float64(-3.583224473810601), np.float64(-3.583158889499707), np.float64(-3.5832705621475878), np.float64(-3.583378528755798), np.float64(-3.583172994150349), np.float64(-3.5831610838141525), np.float64(-3.5829666704773118), np.float64(-3.5838727994860218), np.float64(-3.583821722018544), np.float64(-3.583739941020017), np.float64(-3.583839221828912)]"
Nonlinear,"[np.float64(-3.5802720607070597), np.float64(-3.5838040666638165), np.float64(-3.5793650182848182), np.float64(-3.576919135397418), np.float64(-3.5785825156000044), np.float64(-3.579640192788183), np.float64(-3.579454988672408), np.float64(-3.5793899568617875), np.float64(-3.579353843992349), np.float64(-3.5779929233270025), np.float64(-3.5779699972696406), np.float64(-3.58653567377479), np.float64(-3.5871126315268214), np.float64(-3.5904030633793127), np.float64(-3.590382242488232), np.float64(-3.588785542917435), np.float64(-3.586274183710742), np.float64(-3.5858069171329845), np.float64(-3.5856235925180897), np.float64(-3.5852107621479306), np.float64(-3.5850978535448164), np.float64(-3.5850876605774644), np.float64(-3.5852683219757324), np.float64(-3.5854242292675735), np.float64(-3.5852756778732555), np.float64(-3.584971351014559), np.float64(-3.5848287354854236), np.float64(-3.5848179204892787), np.float64(-3.5848092918277885), np.float64(-3.5858183428512476), np.float64(-3.5855284188179937), np.float64(-3.5854452141610764), np.float64(-3.5853705657498196), np.float64(-3.5851514186740907), np.float64(-3.585259336262375), np.float64(-3.58519036005665), np.float64(-3.5846534603450735), np.float64(-3.5844449551284843), np.float64(-3.58439468232036), np.float64(-3.5842176615057797), np.float64(-3.5841755020036916), np.float64(-3.5841691166635723), np.float64(-3.584153078166863), np.float64(-3.585002264626672), np.float64(-3.5850877285663785), np.float64(-3.5849226118200335), np.float64(-3.5844356688744865), np.float64(-3.5843979985520456), np.float64(-3.5839558654886012), np.float64(-3.5847003495332146), np.float64(-3.5846600556498007), np.float64(-3.5847551337145447), np.float64(-3.5854024259838297), np.float64(-3.5852432064515796), np.float64(-3.5853374337552495), np.float64(-3.584965380517037), np.float64(-3.584806562756576), np.float64(-3.5847697883035075), np.float64(-3.5847533548435138), np.float64(-3.584641918752162), np.float64(-3.5846305965524508), np.float64(-3.584527958324097), np.float64(-3.5844922909036754), np.float64(-3.5844791559745435), np.float64(-3.584573843103769), np.float64(-3.584534502756476), np.float64(-3.5843925523812725), np.float64(-3.584302736765153), np.float64(-3.5842891817369766), np.float64(-3.5842842075405876), np.float64(-3.584148001775178), np.float64(-3.5842296097998814), np.float64(-3.584097062853633), np.float64(-3.584174037763244), np.float64(-3.5841412931375567), np.float64(-3.5841315395567124), np.float64(-3.5842000436596813), np.float64(-3.5841908571035646)]"
Nonlinear,"[np.float64(-3.6211669036670173), np.float64(-3.584114817606661), np.float64(-3.585800257628989), np.float64(-3.5826139156216215), np.float64(-3.582545579332759), np.float64(-3.5854207965270604), np.float64(-3.584886434486748), np.float64(-3.5866005691727594), np.float64(-3.58436978848583), np.float64(-3.5842904626111007), np.float64(-3.585347619893156), np.float64(-3.584044451493668), np.float64(-3.583996723687605), np.float64(-3.583965603534452), np.float64(-3.587011398694699), np.float64(-3.5878035945929696), np.float64(-3.5862428123401884), np.float64(-3.5860106541222905), np.float64(-3.5848325868136115), np.float64(-3.5839832478122844), np.float64(-3.5832899136059027), np.float64(-3.583259337954587), np.float64(-3.5826746551910222), np.float64(-3.582338057813981), np.float64(-3.582935853887186), np.float64(-3.582907472789177), np.float64(-3.582044939497667), np.float64(-3.5813237129200175), np.float64(-3.5817965759680366), np.float64(-3.5817746591437825), np.float64(-3.5817556187500976), np.float64(-3.5818566809967685), np.float64(-3.5818423000097894), np.float64(-3.5818302740456893), np.float64(-3.5822567587877936), np.float64(-3.5839946175954935), np.float64(-3.583741861308127), np.float64(-3.583521390692372), np.float64(-3.58383962827061), np.float64(-3.5833054780991134), np.float64(-3.583290398553295), np.float64(-3.583115771435038), np.float64(-3.5831047650592787), np.float64(-3.582949340246339), np.float64(-3.583552067927954), np.float64(-3.5832842338333446), np.float64(-3.5834287553220783), np.float64(-3.5831788913027154), np.float64(-3.5831034967156783), np.float64(-3.5832220511692885), np.float64(-3.583336613944166), np.float64(-3.583251478124147), np.float64(-3.5832400667720563), np.float64(-3.583234463131358), np.float64(-3.5833335020081556), np.float64(-3.5842108422966064), np.float64(-3.5843083092809778), np.float64(-3.585072368369751), np.float64(-3.5849765553136734), np.float64(-3.584888455352221), np.float64(-3.584688075463923), np.float64(-3.584497534612389), np.float64(-3.5844887639556333), np.float64(-3.5845729098824677), np.float64(-3.5845029099228114), np.float64(-3.5844362599939004), np.float64(-3.585106117637487), np.float64(-3.584939597267919), np.float64(-3.584883911986246), np.float64(-3.5848752849587058), np.float64(-3.5848211080909067), np.float64(-3.5847421159196173), np.float64(-3.584689432535882), np.float64(-3.5846811584689533), np.float64(-3.584538846212304), np.float64(-3.584528450472103), np.float64(-3.5843947416631963), np.float64(-3.584261856222726)]"
Nonlinear,"[np.float64(-3.574386526513422), np.float64(-3.580274435475566), np.float64(-3.576848135194041), np.float64(-3.586873615775268), np.float64(-3.5854889257188134), np.float64(-3.5846834855070284), np.float64(-3.584144757180937), np.float64(-3.5848456393970025), np.float64(-3.585385003780047), np.float64(-3.5857971240902913), np.float64(-3.5854881124111913), np.float64(-3.5845768947212733), np.float64(-3.5844706391313785), np.float64(-3.5842323370652327), np.float64(-3.5845975874932776), np.float64(-3.5837632988968435), np.float64(-3.5830749789653673), np.float64(-3.582984293876031), np.float64(-3.582948214959913), np.float64(-3.582922662625748), np.float64(-3.582326427651303), np.float64(-3.58228214687842), np.float64(-3.582279177462084), np.float64(-3.5822310240384496), np.float64(-3.582185177120863), np.float64(-3.5821740395579837), np.float64(-3.5818628613976244), np.float64(-3.58198699131389), np.float64(-3.5819056554007176), np.float64(-3.5806025050841157), np.float64(-3.5805430741243924), np.float64(-3.58064550509809), np.float64(-3.5805561494269966), np.float64(-3.5801773338648957), np.float64(-3.5792853822668604), np.float64(-3.5821544047738882), np.float64(-3.5821364917798206), np.float64(-3.584089459479727), np.float64(-3.584007232994945), np.float64(-3.583191429605616), np.float64(-3.5830590464398107), np.float64(-3.582754721679038), np.float64(-3.582644296826558), np.float64(-3.5825971939588044), np.float64(-3.5823342170951094), np.float64(-3.5823051465970934), np.float64(-3.5824638564292357), np.float64(-3.582445070903624), np.float64(-3.582204561350956), np.float64(-3.583050923317046), np.float64(-3.5829676043509053), np.float64(-3.583065940400708), np.float64(-3.5829101399829497), np.float64(-3.5828978814870993), np.float64(-3.5828870904528998), np.float64(-3.5828771831387414), np.float64(-3.582870811443925), np.float64(-3.5836554800503855), np.float64(-3.583650758508547), np.float64(-3.5836198266951698), np.float64(-3.583709756760342), np.float64(-3.5836780483054014), np.float64(-3.5836480722409174), np.float64(-3.583640484220835), np.float64(-3.5832829081480106), np.float64(-3.583360086067943), np.float64(-3.583035685957146), np.float64(-3.583119137508035), np.float64(-3.5838223794194155), np.float64(-3.583529135190469), np.float64(-3.5834862520246484), np.float64(-3.58357135702423), np.float64(-3.5835627032782984), np.float64(-3.584190094604711), np.float64(-3.584182582586674), np.float64(-3.584135276073777), np.float64(-3.5839920712571267), np.float64(-3.5840701174983067)]"
Nonlinear,"[np.float64(-3.584580966728481), np.float64(-3.5846324008923744), np.float64(-3.584648108249894), np.float64(-3.584058129068982), np.float64(-3.5840251236348664), np.float64(-3.5840026005916172), np.float64(-3.582346300573235), np.float64(-3.5823821247498984), np.float64(-3.582242801819291), np.float64(-3.5821707435590397), np.float64(-3.582224208019465), np.float64(-3.5820983560033817), np.float64(-3.5820354155427427), np.float64(-3.5819873635322423), np.float64(-3.5817804888923206), np.float64(-3.581606305884975), np.float64(-3.581578736767085), np.float64(-3.581506328055724), np.float64(-3.5831781603695063), np.float64(-3.583291028077298), np.float64(-3.583146930713575), np.float64(-3.5831200407682715), np.float64(-3.5832625225959625), np.float64(-3.583244651932949), np.float64(-3.5831681684256207), np.float64(-3.5831156959136177), np.float64(-3.582550074489486), np.float64(-3.582314104308118), np.float64(-3.5824184221743742), np.float64(-3.582358942406792), np.float64(-3.5821539353644454), np.float64(-3.5822216052907088), np.float64(-3.5820234387402365), np.float64(-3.582016613642388), np.float64(-3.5815794602659707), np.float64(-3.5815524739437308), np.float64(-3.5813524516589084), np.float64(-3.5811693133565825), np.float64(-3.581250171138322), np.float64(-3.581328920390291), np.float64(-3.5809607597305373), np.float64(-3.5809163991452095), np.float64(-3.58088952566564), np.float64(-3.5809661535284647), np.float64(-3.5809431631207076), np.float64(-3.580925792505198), np.float64(-3.580910586944796), np.float64(-3.582141848867394), np.float64(-3.5819563914067736), np.float64(-3.582980549657501), np.float64(-3.5838442305426828), np.float64(-3.5839493383733725), np.float64(-3.584041773002781), np.float64(-3.583698212606766), np.float64(-3.5836367186373153), np.float64(-3.584394162752666), np.float64(-3.5843797308452423), np.float64(-3.5843696702763452), np.float64(-3.584467387746834), np.float64(-3.5844010214280004), np.float64(-3.5842256059241997), np.float64(-3.5842149645889414), np.float64(-3.5842037781840794), np.float64(-3.5841503687255596), np.float64(-3.583990507992704), np.float64(-3.5839810111589454), np.float64(-3.583932388715919), np.float64(-3.583925537780722), np.float64(-3.5837787110617105), np.float64(-3.583453385958876), np.float64(-3.583527999868478), np.float64(-3.583519143315927), np.float64(-3.583475163604431), np.float64(-3.5834344232061928), np.float64(-3.583389093292867), np.float64(-3.5833805539891026), np.float64(-3.5834475172888283), np.float64(-3.584105758408054)]"
Nonlinear,"[np.float64(-3.162269584909154), np.float64(-3.162269578069754), np.float64(-3.521254676701119), np.float64(-3.5257321357132696), np.float64(-3.5707672325756903), np.float64(-3.5695482594742884), np.float64(-3.5688285923808962), np.float64(-3.5687697869130375), np.float64(-3.5680290109495445), np.float64(-3.567420656135141), np.float64(-3.5670695818308786), np.float64(-3.5754154826771867), np.float64(-3.5754688559107564), np.float64(-3.575315690470248), np.float64(-3.575239709705585), np.float64(-3.575256499625283), np.float64(-3.5752062941457297), np.float64(-3.57517480119175), np.float64(-3.575654758191604), np.float64(-3.578034635657694), np.float64(-3.5775438885927855), np.float64(-3.5771387196578672), np.float64(-3.577110012769438), np.float64(-3.5770887458362353), np.float64(-3.5772425751445525), np.float64(-3.5772254086892445), np.float64(-3.582786596494678), np.float64(-3.583107461507531), np.float64(-3.582338828298301), np.float64(-3.581671197417871), np.float64(-3.581432226998741), np.float64(-3.5841764641752576), np.float64(-3.5841556314862757), np.float64(-3.5840876545684637), np.float64(-3.5840728468355536), np.float64(-3.583388511908595), np.float64(-3.5828722994733777), np.float64(-3.5830988390429077), np.float64(-3.5826247793924697), np.float64(-3.582476419475236), np.float64(-3.5824624442967377), np.float64(-3.5823257857370177), np.float64(-3.582478907411186), np.float64(-3.5820978000761414), np.float64(-3.5820843749894458), np.float64(-3.5838470234724866), np.float64(-3.58326384402735), np.float64(-3.583249772879231), np.float64(-3.5831316636108745), np.float64(-3.582808759914265), np.float64(-3.582509096190382), np.float64(-3.583860684456562), np.float64(-3.5835940303333533), np.float64(-3.5837303352486947), np.float64(-3.5834684636750627), np.float64(-3.583411275275469), np.float64(-3.582894651356124), np.float64(-3.584000824077548), np.float64(-3.5839876418885517), np.float64(-3.5839258695113045), np.float64(-3.5840532844047157), np.float64(-3.58421027910941), np.float64(-3.5842924697106717), np.float64(-3.583974313518187), np.float64(-3.5840585405797043), np.float64(-3.5840478719826194), np.float64(-3.5839888857309354), np.float64(-3.5838274003163626), np.float64(-3.583780688611231), np.float64(-3.5837690639843345), np.float64(-3.5837204491741925), np.float64(-3.5836737926494013), np.float64(-3.5837403223806525), np.float64(-3.5837342651422865), np.float64(-3.583587497622535), np.float64(-3.5835789791158312), np.float64(-3.5834380792511173), np.float64(-3.5833001921190277)]"
Nonlinear,"[np.float64(-3.457462985006714), np.float64(-3.4574629814151194), np.float64(-3.573831993645385), np.float64(-3.569216296014588), np.float64(-3.5865095057874044), np.float64(-3.585720590192224), np.float64(-3.5890954681281073), np.float64(-3.5903298743677965), np.float64(-3.589377080976675), np.float64(-3.589104980405722), np.float64(-3.5890082508104797), np.float64(-3.5882997016883564), np.float64(-3.5882442526109344), np.float64(-3.586666877124614), np.float64(-3.5863157661049883), np.float64(-3.5870101340279916), np.float64(-3.58576217746635), np.float64(-3.5853533088777283), np.float64(-3.585824911902776), np.float64(-3.5877757398738765), np.float64(-3.587386819532952), np.float64(-3.5873310362051427), np.float64(-3.5872918147445887), np.float64(-3.586561135409582), np.float64(-3.5859427944441578), np.float64(-3.5854095856061434), np.float64(-3.585285257228012), np.float64(-3.585252068975713), np.float64(-3.5851403334824745), np.float64(-3.5850434273403984), np.float64(-3.585244935917487), np.float64(-3.5848704522163146), np.float64(-3.584843203573204), np.float64(-3.585008152360942), np.float64(-3.5846522593728274), np.float64(-3.58432979232512), np.float64(-3.583399541918359), np.float64(-3.58337543122234), np.float64(-3.5833553257178608), np.float64(-3.583053067251683), np.float64(-3.5830071564290407), np.float64(-3.5829635810097997), np.float64(-3.5830623018248993), np.float64(-3.582310361013022), np.float64(-3.5822920217911687), np.float64(-3.5824094121935666), np.float64(-3.582519154965768), np.float64(-3.582616260198317), np.float64(-3.582330732537283), np.float64(-3.582248129868457), np.float64(-3.5822294555080134), np.float64(-3.582306377821036), np.float64(-3.5822254795178203), np.float64(-3.581969829319185), np.float64(-3.58173242039269), np.float64(-3.58176189334651), np.float64(-3.58153861581755), np.float64(-3.581517368556881), np.float64(-3.583046172217397), np.float64(-3.583570724238024), np.float64(-3.583527287360484), np.float64(-3.5831494659200516), np.float64(-3.5828053280395), np.float64(-3.5827682645068055), np.float64(-3.5827595778236194), np.float64(-3.5827479629339543), np.float64(-3.5827384953754553), np.float64(-3.5827285194995824), np.float64(-3.5827000337878765), np.float64(-3.5826635409107794), np.float64(-3.5826558578985903), np.float64(-3.583383573928156), np.float64(-3.5833787704332973), np.float64(-3.5833701147713395), np.float64(-3.5833347621883327), np.float64(-3.5832812325689787), np.float64(-3.5833587169515653), np.float64(-3.5834324882291613)]"
